0.022733,-0.144712,0.508284,-0.422692,-0.069300,0.653462,-0.122853,0.734261,-0.617356,-0.254243,-0.284934,-0.930349,0.166851,0.159452
0.006199,-0.143706,0.508563,-0.446221,-0.067252,0.634194,-0.109527,0.738715,-0.621026,-0.237973,-0.292188,-0.932737,0.158162,0.140047
-0.009147,-0.142717,0.508362,-0.467215,-0.065937,0.615353,-0.096808,0.742063,-0.624560,-0.223373,-0.299105,-0.934515,0.149481,0.121955
-0.025002,-0.141247,0.507607,-0.487893,-0.063637,0.595438,-0.083654,0.745098,-0.627990,-0.208472,-0.304097,-0.936645,0.140082,0.102953
-0.044054,-0.139847,0.506307,-0.511356,-0.061048,0.570547,-0.068147,0.748038,-0.631906,-0.191022,-0.308059,-0.939309,0.128228,0.079718
-0.061064,-0.138912,0.504169,-0.531623,-0.059052,0.547094,-0.053751,0.750405,-0.635139,-0.174931,-0.310909,-0.941338,0.117594,0.058224
-0.079002,-0.138055,0.501219,-0.551767,-0.057094,0.522007,-0.038163,0.752591,-0.638063,-0.158196,-0.314626,-0.942466,0.107173,0.035822
-0.094263,-0.137354,0.498586,-0.568550,-0.055190,0.498342,-0.023585,0.754487,-0.640221,-0.142517,-0.317372,-0.943130,0.097633,0.015799
-0.108931,-0.136287,0.495024,-0.584326,-0.053456,0.474843,-0.009603,0.756102,-0.641827,-0.127575,-0.321260,-0.942821,0.088715,-0.003076
-0.123182,-0.135315,0.491667,-0.598332,-0.051461,0.451865,0.004138,0.757334,-0.643277,-0.112355,-0.325582,-0.941866,0.080190,-0.021311
-0.135795,-0.134187,0.487949,-0.609836,-0.049598,0.430612,0.016145,0.758193,-0.644319,-0.098670,-0.330186,-0.940381,0.072449,-0.037585
-0.148450,-0.132885,0.483824,-0.620967,-0.047664,0.409191,0.027872,0.758632,-0.645331,-0.085145,-0.334960,-0.938482,0.064296,-0.054032
-0.162204,-0.131466,0.478916,-0.632111,-0.045421,0.385198,0.041080,0.758868,-0.646168,-0.070000,-0.339478,-0.936240,0.054124,-0.072664
-0.176089,-0.129499,0.473542,-0.642935,-0.042930,0.360722,0.054587,0.758564,-0.646994,-0.054782,-0.343543,-0.933661,0.043722,-0.091351
-0.195501,-0.126372,0.465539,-0.655512,-0.039162,0.325101,0.075229,0.756994,-0.648253,-0.032700,-0.346142,-0.930364,0.027591,-0.117677
-0.207385,-0.124306,0.460170,-0.662556,-0.036610,0.302933,0.087755,0.755549,-0.648891,-0.019642,-0.346198,-0.928369,0.017701,-0.134036
-0.218970,-0.121891,0.454422,-0.668685,-0.033734,0.280642,0.100496,0.753591,-0.649584,-0.006493,-0.346029,-0.925925,0.008225,-0.151197
-0.229329,-0.119703,0.449019,-0.673426,-0.031020,0.260326,0.111926,0.751356,-0.650318,0.004847,-0.345083,-0.923590,0.000450,-0.167029
-0.241291,-0.117035,0.442743,-0.678372,-0.027802,0.237215,0.125280,0.748522,-0.650919,0.018013,-0.344713,-0.920148,-0.007587,-0.185590
-0.250730,-0.114528,0.437052,-0.681240,-0.024801,0.217596,0.136597,0.745871,-0.651300,0.028762,-0.345329,-0.916449,-0.013675,-0.201701
-0.260979,-0.112089,0.430826,-0.684379,-0.021848,0.197233,0.148139,0.742721,-0.651814,0.039490,-0.346720,-0.911963,-0.019193,-0.218498
-0.270337,-0.109514,0.424577,-0.686706,-0.019017,0.177164,0.159357,0.739506,-0.652079,0.050303,-0.348638,-0.907043,-0.024692,-0.234764
-0.279780,-0.106743,0.418287,-0.688584,-0.015829,0.157467,0.170528,0.736158,-0.652127,0.061022,-0.350671,-0.901875,-0.029914,-0.250512
-0.287237,-0.104404,0.413098,-0.689455,-0.013305,0.141951,0.179303,0.733432,-0.651971,0.069727,-0.352873,-0.897497,-0.034451,-0.262283
-0.295847,-0.101592,0.406539,-0.689408,-0.010329,0.122573,0.190338,0.729660,-0.651809,0.080707,-0.354822,-0.892102,-0.041168,-0.276696
-0.302977,-0.099288,0.400503,-0.689138,-0.007619,0.105841,0.199931,0.725893,-0.651981,0.089594,-0.356127,-0.887329,-0.047131,-0.289136
-0.311211,-0.096595,0.393870,-0.688410,-0.004656,0.086914,0.210964,0.721664,-0.651708,0.099860,-0.357081,-0.881700,-0.054001,-0.303615
-0.318027,-0.094071,0.387540,-0.686934,-0.001994,0.069867,0.221150,0.717966,-0.650977,0.108849,-0.355508,-0.876907,-0.060273,-0.317831
-0.325337,-0.091275,0.380608,-0.684742,0.000668,0.051741,0.232445,0.713732,-0.649898,0.119115,-0.354427,-0.871269,-0.067043,-0.332831
-0.330367,-0.089079,0.375447,-0.682312,0.002776,0.038105,0.240880,0.710421,-0.649023,0.126687,-0.353630,-0.866900,-0.071866,-0.343898
-0.335408,-0.086873,0.370107,-0.679682,0.005079,0.024571,0.249449,0.706756,-0.648198,0.134574,-0.352942,-0.862092,-0.076744,-0.355444
-0.340527,-0.084463,0.364689,-0.676364,0.006762,0.010924,0.258165,0.703111,-0.647006,0.142721,-0.352512,-0.857180,-0.081002,-0.366630
-0.345292,-0.082019,0.359464,-0.672797,0.008522,-0.002481,0.266599,0.699433,-0.645704,0.150949,-0.352134,-0.852132,-0.085029,-0.377681
-0.351707,-0.078636,0.352104,-0.667095,0.010559,-0.020888,0.278639,0.693709,-0.643880,0.162936,-0.351306,-0.844767,-0.090791,-0.393333
-0.355637,-0.076045,0.347292,-0.662806,0.011890,-0.033133,0.286365,0.689313,-0.643160,0.170845,-0.350739,-0.839697,-0.094181,-0.403760
-0.359045,-0.073703,0.343090,-0.658687,0.012871,-0.043265,0.293042,0.685321,-0.642524,0.177833,-0.349858,-0.835220,-0.097083,-0.413016
-0.362272,-0.071067,0.339414,-0.655222,0.014044,-0.052806,0.299043,0.681373,-0.642168,0.184186,-0.348785,-0.831124,-0.099530,-0.421517
